"customerkey","geographykey","customeralternatekey","birthdate","maritalstatus","gender","yearlyincome","totalchildren","englisheducation","englishoccupation","numbercarsowned","datefirstpurchase","commutedistance","fullname","customerage","city","stateprovincename","englishcountryregionname","postalcode"
26004,348,"AW00026004","1966-05-08","M","F","60000.00",1,"Partial College","Skilled Manual",1,"2020-09-11","0-1 Miles","Arthur Washington",58,"Oakland","California","United States","94611"
26005,547,"AW00026005","1966-05-18","M","F","60000.00",1,"Partial College","Skilled Manual",1,"2020-09-14","0-1 Miles","Elizabeth J Clark",58,"Portland","Oregon","United States","97205"
26006,607,"AW00026006","1965-04-22","M","M","60000.00",4,"Bachelors","Professional",0,"2022-11-25","2-5 Miles","Garrett Peterson",59,"Ballard","Washington","United States","98107"
26007,347,"AW00026007","1970-04-04","M","M","60000.00",4,"Bachelors","Professional",0,"2022-06-07","0-1 Miles","Jesse Morgan",54,"Novato","California","United States","94947"
26008,315,"AW00026008","1970-06-19","M","F","70000.00",5,"Graduate Degree","Professional",3,"2023-01-20","10+ Miles","Jennifer Gonzales",54,"Downey","California","United States","90241"
26009,315,"AW00026009","1965-03-12","M","M","70000.00",5,"Graduate Degree","Professional",3,"2022-12-28","10+ Miles","Luis R Foster",59,"Downey","California","United States","90241"
26010,611,"AW00026010","1965-06-21","M","F","70000.00",5,"Graduate Degree","Professional",3,"2022-03-02","10+ Miles","Morgan W Campbell",59,"Bremerton","Washington","United States","98312"
26011,302,"AW00026011","1970-03-07","S","F","80000.00",2,"Graduate Degree","Professional",0,"2020-09-05","0-1 Miles","Daisuke Yanagishima",54,"Burlingame","California","United States","94010"
26012,343,"AW00026012","1969-08-12","M","M","80000.00",1,"Partial College","Skilled Manual",1,"2020-10-08","2-5 Miles","Mark E Bebbington",54,"National City","California","United States","91950"
26013,55,"AW00026013","1969-04-17","S","F","60000.00",1,"Bachelors","Professional",1,"2021-07-17","2-5 Miles","Victoria Taylor",55,"Newton","British Columbia","Canada","V2L3W8"
26014,352,"AW00026014","1963-12-19","S","F","60000.00",1,"Bachelors","Professional",1,"2020-10-14","0-1 Miles","Olivia Torres",60,"Palo Alto","California","United States","94303"
26015,331,"AW00026015","1963-10-20","M","M","60000.00",1,"Bachelors","Professional",1,"2020-10-04","2-5 Miles","Gabriel Chow",60,"La Jolla","California","United States","92806"
26016,299,"AW00026016","1963-11-06","S","M","60000.00",1,"Bachelors","Professional",1,"2020-10-17","0-1 Miles","Fernando King",60,"Berkeley","California","United States","94704"
26017,301,"AW00026017","1963-11-04","M","M","70000.00",5,"Graduate Degree","Professional",2,"2022-02-03","0-1 Miles","Derrick W Alonso",60,"Burbank","California","United States","91502"
26018,626,"AW00026018","1964-01-15","M","M","80000.00",5,"Graduate Degree","Professional",0,"2020-10-23","0-1 Miles","Zachary R Thompson",60,"Lynnwood","Washington","United States","98036"
26019,40,"AW00026019","1980-05-01","M","M","80000.00",4,"Graduate Degree","Management",1,"2021-01-03","0-1 Miles","Luis C Allen",44,"Warrnambool","Victoria","Australia","3280"
26020,34,"AW00026020","1980-04-16","M","M","100000.00",1,"Graduate Degree","Management",0,"2021-01-08","0-1 Miles","Barry R Lopez",44,"Geelong","Victoria","Australia","3220"
26021,16,"AW00026021","1975-01-25","S","F","100000.00",1,"Graduate Degree","Management",0,"2021-01-23","0-1 Miles","Meghan E Gutierrez",49,"Springwood","New South Wales","Australia","2777"
26022,22,"AW00026022","1980-03-31","M","F","100000.00",1,"Graduate Degree","Management",0,"2021-01-27","2-5 Miles","Jamie Gao",44,"East Brisbane","Queensland","Australia","4169"
26023,23,"AW00026023","1974-05-09","M","F","60000.00",2,"Bachelors","Professional",1,"2021-01-07","0-1 Miles","Crystal L Huang",50,"Gold Coast","Queensland","Australia","4217"
26024,7,"AW00026024","1981-10-17","S","F","80000.00",4,"Graduate Degree","Management",1,"2021-02-08","0-1 Miles","Jill N Gutierrez",42,"Malabar","New South Wales","Australia","2036"
26025,21,"AW00026025","1975-08-15","S","F","90000.00",2,"Bachelors","Professional",0,"2021-02-28","0-1 Miles","Aimee Zhang",48,"Caloundra","Queensland","Australia","4551"
26026,27,"AW00026026","1972-11-10","S","F","70000.00",5,"Bachelors","Professional",3,"2022-03-07","10+ Miles","Cindy E Srini",51,"Townsville","Queensland","Australia","4810"
26027,29,"AW00026027","1975-06-23","S","F","110000.00",1,"Graduate Degree","Management",1,"2021-02-27","1-2 Miles","Michele Luo",49,"Findon","South Australia","Australia","5023"
26028,18,"AW00026028","1980-10-10","S","F","130000.00",1,"Graduate Degree","Management",1,"2021-02-28","2-5 Miles","Brandy Garcia",43,"Sydney","New South Wales","Australia","1002"
26029,32,"AW00026029","1977-07-15","M","M","80000.00",5,"Graduate Degree","Management",3,"2021-02-23","0-1 Miles","Roy Vazquez",46,"Bendigo","Victoria","Australia","3550"
26030,19,"AW00026030","1971-04-21","M","F","60000.00",3,"Bachelors","Professional",1,"2022-06-15","5-10 Miles","Rebekah Subram",53,"Wollongong","New South Wales","Australia","2500"
26031,27,"AW00026031","1976-05-23","S","F","60000.00",3,"Bachelors","Professional",1,"2023-01-25","0-1 Miles","Katrina P Kumar",48,"Townsville","Queensland","Australia","4810"
26032,14,"AW00026032","1976-08-01","M","F","70000.00",5,"Bachelors","Professional",4,"2022-02-05","10+ Miles","Leslie J Ruiz",47,"Rhodes","New South Wales","Australia","2138"
26033,22,"AW00026033","1976-07-09","S","M","70000.00",0,"Bachelors","Professional",1,"2021-02-06","5-10 Miles","Danny J Vazquez",48,"East Brisbane","Queensland","Australia","4169"
26034,25,"AW00026034","1975-06-24","M","F","60000.00",3,"Bachelors","Professional",2,"2022-08-28","0-1 Miles","Rosa Gao",49,"Hervey Bay","Queensland","Australia","4655"
26035,38,"AW00026035","1980-11-21","S","M","60000.00",3,"Bachelors","Professional",2,"2022-07-19","5-10 Miles","Shannon Vazquez",43,"South Melbourne","Victoria","Australia","3205"
26036,4,"AW00026036","1970-04-19","S","F","60000.00",3,"Bachelors","Professional",2,"2022-11-04","5-10 Miles","Haley Wright",54,"Goulburn","New South Wales","Australia","2580"
26037,240,"AW00026037","1978-12-15","S","M","20000.00",0,"Partial High School","Manual",2,"2022-02-21","1-2 Miles","Erik L Dominguez",45,"High Wycombe","England","United Kingdom","HP10 9QY"
26038,162,"AW00026038","1984-12-20","S","F","30000.00",0,"Partial College","Clerical",1,"2022-08-29","2-5 Miles","Nicole E Flores",39,"Werne","Nordrhein-Westfalen","Germany","59368"
26039,552,"AW00026039","1968-01-10","M","M","60000.00",2,"High School","Professional",2,"2022-11-05","5-10 Miles","Robert J Garcia",56,"W. Linn","Oregon","United States","97068"
26040,52,"AW00026040","1962-11-21","M","F","70000.00",2,"Partial College","Professional",0,"2021-07-15","5-10 Miles","Ana Butler",61,"Langley","British Columbia","Canada","V3A 4R2"
26041,609,"AW00026041","1963-01-02","M","F","70000.00",3,"Partial College","Professional",0,"2020-09-30","0-1 Miles","Gloria G Torres",61,"Bellingham","Washington","United States","98225"
26042,337,"AW00026042","1963-04-05","M","M","90000.00",2,"Partial College","Professional",1,"2020-10-10","2-5 Miles","Devin Griffin",61,"Long Beach","California","United States","90802"
26043,611,"AW00026043","1967-08-05","M","F","80000.00",2,"Partial High School","Skilled Manual",2,"2022-10-29","5-10 Miles","Jodi Becker",56,"Bremerton","Washington","United States","98312"
26044,361,"AW00026044","1972-10-12","S","M","80000.00",2,"Partial High School","Skilled Manual",2,"2022-04-20","1-2 Miles","Gavin Hughes",51,"San Gabriel","California","United States","91776"
26045,545,"AW00026045","1972-12-08","S","M","80000.00",2,"Partial High School","Skilled Manual",2,"2022-09-29","1-2 Miles","Samuel Jenkins",51,"Milwaukie","Oregon","United States","97222"
26046,298,"AW00026046","1967-05-15","S","F","80000.00",2,"Partial High School","Skilled Manual",2,"2022-10-04","5-10 Miles","Kara Kumar",57,"Bellflower","California","United States","90706"
26047,618,"AW00026047","1961-10-05","M","F","80000.00",2,"Partial High School","Skilled Manual",2,"2022-05-20","5-10 Miles","Ashley A Hall",62,"Issaquah","Washington","United States","98027"
26048,311,"AW00026048","1961-06-30","M","M","60000.00",2,"High School","Professional",2,"2022-07-25","5-10 Miles","Brad K Oliver",63,"Concord","California","United States","94519"
26049,49,"AW00026049","1972-12-01","M","M","60000.00",2,"High School","Professional",2,"2021-07-02","1-2 Miles","Christopher R White",51,"Cliffside","British Columbia","Canada","V8Y 1L1"
26050,611,"AW00026050","1962-03-14","S","M","60000.00",2,"High School","Professional",2,"2020-10-02","1-2 Miles","Clarence P Ye",62,"Bremerton","Washington","United States","98312"
26051,59,"AW00026051","1938-06-23","M","M","40000.00",3,"Partial College","Professional",2,"2022-12-25","5-10 Miles","Joshua Williams",86,"Oak Bay","British Columbia","Canada","V8P"
26052,612,"AW00026052","1970-10-22","M","F","90000.00",5,"Partial College","Professional",3,"2022-05-19","2-5 Miles","Carolyn Subram",53,"Burien","Washington","United States","98168"
26053,614,"AW00026053","1976-03-18","M","M","100000.00",3,"Bachelors","Management",3,"2022-03-19","2-5 Miles","Austin E Anderson",48,"Edmonds","Washington","United States","98020"
26054,627,"AW00026054","1976-01-10","S","M","100000.00",4,"Bachelors","Management",4,"2022-03-31","0-1 Miles","Dylan A Lee",48,"Marysville","Washington","United States","98270"
26055,648,"AW00026055","1976-08-16","S","M","100000.00",4,"Partial College","Professional",4,"2020-10-20","2-5 Miles","Ethan Foster",47,"Yakima","Washington","United States","98901"
26056,298,"AW00026056","1971-06-14","S","F","100000.00",4,"Partial College","Professional",4,"2020-11-04","2-5 Miles","Karen T Zeng",53,"Bellflower","California","United States","90706"
26057,301,"AW00026057","1970-08-17","S","M","110000.00",2,"Bachelors","Management",3,"2020-11-21","2-5 Miles","Barry E Subram",53,"Burbank","California","United States","91502"
26058,315,"AW00026058","1982-05-21","S","F","120000.00",3,"Bachelors","Management",4,"2020-11-21","2-5 Miles","Faith Stewart",42,"Downey","California","United States","90241"
26059,352,"AW00026059","1971-04-20","M","M","130000.00",1,"Graduate Degree","Management",4,"2022-05-14","0-1 Miles","Andrew Anderson",53,"Palo Alto","California","United States","94303"
26060,361,"AW00026060","1976-11-08","M","M","130000.00",1,"Graduate Degree","Management",1,"2020-11-20","0-1 Miles","Kyle D Edwards",47,"San Gabriel","California","United States","91776"
26061,385,"AW00026061","1970-10-16","S","M","170000.00",0,"Graduate Degree","Management",3,"2020-11-10","1-2 Miles","Connor Butler",53,"Woodland Hills","California","United States","91364"
26062,607,"AW00026062","1970-03-11","M","M","80000.00",4,"Partial College","Professional",2,"2022-05-18","2-5 Miles","Chad Raji",54,"Ballard","Washington","United States","98107"
26063,609,"AW00026063","1970-01-10","M","M","80000.00",4,"Partial College","Professional",2,"2022-10-29","0-1 Miles","Wesley P Lu",54,"Bellingham","Washington","United States","98225"
26064,641,"AW00026064","1969-12-18","M","M","100000.00",5,"Partial College","Professional",1,"2022-06-28","2-5 Miles","Logan Scott",54,"Spokane","Washington","United States","99202"
26065,299,"AW00026065","1975-02-16","S","F","110000.00",3,"Bachelors","Management",4,"2022-10-17","1-2 Miles","Chloe J Powell",49,"Berkeley","California","United States","94704"
26066,299,"AW00026066","1962-01-24","M","F","70000.00",3,"Partial College","Professional",0,"2020-11-22","0-1 Miles","Elizabeth Martinez",62,"Berkeley","California","United States","94704"
26067,335,"AW00026067","1961-07-22","M","F","70000.00",3,"Partial College","Professional",1,"2022-11-18","0-1 Miles","Erin Morgan",62,"Lemon Grove","California","United States","91945"
26068,631,"AW00026068","1967-12-13","M","M","70000.00",4,"Partial College","Professional",0,"2022-11-04","5-10 Miles","Dylan Patterson",56,"Olympia","Washington","United States","98501"
26069,52,"AW00026069","1973-03-15","M","F","70000.00",4,"Partial College","Professional",0,"2022-03-05","0-1 Miles","Jessica Foster",51,"Langley","British Columbia","Canada","V3A 4R2"
26070,298,"AW00026070","1961-12-31","S","M","90000.00",2,"Partial College","Professional",0,"2020-11-20","5-10 Miles","Elijah A Patterson",62,"Bellflower","California","United States","90706"
26071,311,"AW00026071","1961-01-04","S","F","80000.00",2,"Partial High School","Skilled Manual",2,"2022-04-22","1-2 Miles","Brittany W Henderson",63,"Concord","California","United States","94519"
26072,300,"AW00026072","1961-01-01","S","F","80000.00",2,"Partial High School","Skilled Manual",2,"2022-12-08","5-10 Miles","Kelli W Zhang",63,"Beverly Hills","California","United States","90210"
26073,63,"AW00026073","1939-10-09","S","F","50000.00",2,"Graduate Degree","Management",2,"2022-11-27","1-2 Miles","Julia N Adams",84,"Shawnee","British Columbia","Canada","V8Z 4N5"
26074,68,"AW00026074","1969-04-14","M","M","80000.00",4,"Partial College","Professional",2,"2022-08-25","2-5 Miles","Isaac D Reed",55,"Vancouver","British Columbia","Canada","V7L 4J4"
26075,644,"AW00026075","1974-04-23","S","F","90000.00",0,"Partial College","Professional",2,"2020-11-18","2-5 Miles","Jessica N Walker",50,"Walla Walla","Washington","United States","99362"
26076,51,"AW00026076","1968-05-12","M","F","80000.00",5,"Partial College","Professional",2,"2022-06-21","5-10 Miles","Kelly Ross",56,"Langford","British Columbia","Canada","V9"
26077,66,"AW00026077","1968-05-22","M","M","80000.00",5,"Partial College","Professional",3,"2022-11-24","5-10 Miles","Isaac Collins",56,"Sooke","British Columbia","Canada","V0"
26078,609,"AW00026078","1973-05-07","M","M","90000.00",5,"Partial College","Professional",3,"2022-02-24","1-2 Miles","Alberto R Dominguez",51,"Bellingham","Washington","United States","98225"
26079,609,"AW00026079","1979-03-09","M","M","90000.00",5,"Partial College","Professional",4,"2022-07-14","5-10 Miles","Ryan Robinson",45,"Bellingham","Washington","United States","98225"
26080,616,"AW00026080","1968-05-22","M","F","100000.00",1,"Partial College","Professional",3,"2022-06-09","5-10 Miles","Sydney Roberts",56,"Everett","Washington","United States","98201"
26081,637,"AW00026081","1968-02-20","S","M","100000.00",1,"Partial College","Professional",3,"2022-03-12","1-2 Miles","Edward C Green",56,"Seattle","Washington","United States","98104"
26082,335,"AW00026082","1973-07-01","S","M","130000.00",1,"Bachelors","Management",4,"2020-11-03","2-5 Miles","Christian S Johnson",51,"Lemon Grove","California","United States","91945"
26083,361,"AW00026083","1967-08-05","S","F","150000.00",1,"Partial College","Professional",4,"2020-11-27","2-5 Miles","Alyssa Smith",56,"San Gabriel","California","United States","91776"
26084,372,"AW00026084","1967-10-24","M","M","160000.00",1,"Bachelors","Management",3,"2020-11-28","2-5 Miles","Luke Jenkins",56,"Spring Valley","California","United States","91977"
26085,55,"AW00026085","1967-01-23","M","M","70000.00",5,"Partial College","Professional",3,"2022-06-17","5-10 Miles","Ian Powell",57,"Newton","British Columbia","Canada","V2L3W8"
26086,618,"AW00026086","1967-01-17","M","M","80000.00",5,"Partial College","Professional",3,"2022-10-21","5-10 Miles","Sean J Cox",57,"Issaquah","Washington","United States","98027"
26087,545,"AW00026087","1972-07-23","M","F","90000.00",4,"High School","Professional",1,"2022-10-11","5-10 Miles","Ashley H Price",51,"Milwaukie","Oregon","United States","97222"
26088,637,"AW00026088","1978-03-12","M","M","90000.00",4,"High School","Professional",2,"2022-09-13","5-10 Miles","Ethan Perry",46,"Seattle","Washington","United States","98104"
26089,298,"AW00026089","1967-02-08","S","M","110000.00",1,"Bachelors","Management",3,"2020-11-10","2-5 Miles","Terry A Rai",57,"Bellflower","California","United States","90706"
26090,298,"AW00026090","1972-10-19","S","M","110000.00",1,"Bachelors","Management",3,"2020-11-02","5-10 Miles","Mathew Moreno",51,"Bellflower","California","United States","90706"
26091,369,"AW00026091","1967-02-18","M","F","160000.00",1,"Bachelors","Management",4,"2020-11-11","2-5 Miles","Chloe J Bennett",57,"Santa Monica","California","United States","90401"
26092,609,"AW00026092","1960-10-31","S","M","80000.00",2,"Partial High School","Skilled Manual",2,"2022-12-15","5-10 Miles","Devin E Morgan",63,"Bellingham","Washington","United States","98225"
